set_id,question_number,question_text,correct_answer,wrong_answer_1,wrong_answer_2,wrong_answer_3,category,quiz_type,difficulty,explanation,improvement_note,notation_data
"gen-note-reading-020","20","What note is shown on the treble clef staff?","Bb","F#","D#","G#","Note Reading","staff_notation","beginner","This note is Bb4 on the treble clef.","","X:1
M:4/4
L:1
K:C clef=treble
_B"
"gen-note-reading-021","21","What note is shown on the treble clef staff?","C#","C","Db","D","Note Reading","staff_notation","beginner","This note is C#5 on the treble clef.","","X:1
M:4/4
L:1
K:C clef=treble
^c"
"gen-note-reading-022","22","What note is shown on the treble clef staff?","Eb","C#","F","D#","Note Reading","staff_notation","beginner","This note is Eb5 on the treble clef.","","X:1
M:4/4
L:1
K:C clef=treble
_e"
"gen-note-reading-023","23","What note is shown on the treble clef staff?","G#","D","F","G","Note Reading","staff_notation","beginner","This note is G#4 on the treble clef.","","X:1
M:4/4
L:1
K:C clef=treble
^G"
"gen-note-reading-024","24","What note is shown on the treble clef staff?","Ab","A#","F","A","Note Reading","staff_notation","beginner","This note is Ab4 on the treble clef.","","X:1
M:4/4
L:1
K:C clef=treble
_A"
"gen-note-reading-025","25","What note is shown on the bass clef staff?","F#","C","G","C#","Note Reading","staff_notation","beginner","This note is F#2 on the bass clef.","","X:1
M:4/4
L:1
K:C clef=bass
^F,"
"gen-note-reading-026","26","What note is shown on the bass clef staff?","Bb","B","F","D","Note Reading","staff_notation","beginner","This note is Bb2 on the bass clef.","","X:1
M:4/4
L:1
K:C clef=bass
_B,"
"gen-note-reading-027","27","What note is shown on the bass clef staff?","Eb","D#","C","A","Note Reading","staff_notation","beginner","This note is Eb3 on the bass clef.","","X:1
M:4/4
L:1
K:C clef=bass
_E"
"gen-note-reading-028","28","What note is shown on the bass clef staff?","Ab","Eb","G","D","Note Reading","staff_notation","beginner","This note is Ab2 on the bass clef.","","X:1
M:4/4
L:1
K:C clef=bass
_A,"
"gen-note-reading-029","29","What note is shown on the treble clef staff?","C","D#","Gb","D","Note Reading","staff_notation","intermediate","This note is C4, located at middle C (ledger line below).","","X:1
M:4/4
L:1
K:C clef=treble
C"
"gen-note-reading-030","30","What note is shown on the treble clef staff?","D","Bb","G","C","Note Reading","staff_notation","intermediate","This note is D4, located at just below staff.","","X:1
M:4/4
L:1
K:C clef=treble
D"
"gen-note-reading-031","31","What note is shown on the treble clef staff?","G","G#","C","Bb","Note Reading","staff_notation","intermediate","This note is G5, located at one ledger line above.","","X:1
M:4/4
L:1
K:C clef=treble
g"
"gen-note-reading-032","32","What note is shown on the treble clef staff?","A","G#","E","C","Note Reading","staff_notation","intermediate","This note is A5, located at above first ledger line.","","X:1
M:4/4
L:1
K:C clef=treble
a"
"gen-note-reading-033","33","What note is shown on the treble clef staff?","B","C","Db","Bb","Note Reading","staff_notation","intermediate","This note is B5, located at two ledger lines above.","","X:1
M:4/4
L:1
K:C clef=treble
b"
"gen-note-reading-034","34","What note is shown on the treble clef staff?","B","E","C","A","Note Reading","staff_notation","intermediate","This note is B3, located at two ledger lines below.","","X:1
M:4/4
L:1
K:C clef=treble
B,"
"gen-note-reading-035","35","What note is shown on the treble clef staff?","A","Db","G#","E","Note Reading","staff_notation","intermediate","This note is A3, located at below middle C ledger line.","","X:1
M:4/4
L:1
K:C clef=treble
A,"
"gen-note-reading-036","36","What note is shown on the bass clef staff?","E","G#","B","F#","Note Reading","staff_notation","intermediate","This note is E2, located at one ledger line below.","","X:1
M:4/4
L:1
K:C clef=bass
E,"
"gen-note-reading-037","37","What note is shown on the bass clef staff?","F","Gb","Eb","D#","Note Reading","staff_notation","intermediate","This note is F2, located at below first ledger line.","","X:1
M:4/4
L:1
K:C clef=bass
F,"
"gen-note-reading-038","38","What note is shown on the bass clef staff?","B","D","A#","C#","Note Reading","staff_notation","intermediate","This note is B3, located at one ledger line above.","","X:1
M:4/4
L:1
K:C clef=bass
B"
"gen-note-reading-039","39","What note is shown on the bass clef staff?","C","E","Db","C#","Note Reading","staff_notation","intermediate","This note is C4, located at two ledger lines above (middle C).","","X:1
M:4/4
L:1
K:C clef=bass
c"
"gen-note-reading-040","40","What note is shown on the bass clef staff?","D","Gb","A","D#","Note Reading","staff_notation","intermediate","This note is D4, located at above middle C.","","X:1
M:4/4
L:1
K:C clef=bass
d"
"gen-note-reading-041","41","What note is shown on the bass clef staff?","D","Eb","Ab","A","Note Reading","staff_notation","intermediate","This note is D2, located at two ledger lines below.","","X:1
M:4/4
L:1
K:C clef=bass
D,"
"gen-note-reading-042","42","What note is shown on the treble clef staff?","C#","C","E","G","Note Reading","staff_notation","intermediate","This note is C#4 on a ledger line of the treble clef.","","X:1
M:4/4
L:1
K:C clef=treble
^C"
"gen-note-reading-043","43","What note is shown on the treble clef staff?","Db","G#","G","B","Note Reading","staff_notation","intermediate","This note is Db4 on a ledger line of the treble clef.","","X:1
M:4/4
L:1
K:C clef=treble
_D"
"gen-note-reading-044","44","What note is shown on the treble clef staff?","G#","C","Bb","E","Note Reading","staff_notation","intermediate","This note is G#5 on a ledger line of the treble clef.","","X:1
M:4/4
L:1
K:C clef=treble
^g"
"gen-note-reading-045","45","What note is shown on the treble clef staff?","Ab","F#","A#","D","Note Reading","staff_notation","intermediate","This note is Ab5 on a ledger line of the treble clef.","","X:1
M:4/4
L:1
K:C clef=treble
_a"
"gen-note-reading-046","46","What note is shown on the bass clef staff?","F#","D","D#","G#","Note Reading","staff_notation","intermediate","This note is F#2 on a ledger line of the bass clef.","","X:1
M:4/4
L:1
K:C clef=bass
^F,"
"gen-note-reading-047","47","What note is shown on the bass clef staff?","Bb","F","Ab","D#","Note Reading","staff_notation","intermediate","This note is Bb3 on a ledger line of the bass clef.","","X:1
M:4/4
L:1
K:C clef=bass
_B"
"gen-note-reading-048","48","What note is shown on the bass clef staff?","Eb","Db","Bb","E","Note Reading","staff_notation","intermediate","This note is Eb2 on a ledger line of the bass clef.","","X:1
M:4/4
L:1
K:C clef=bass
_E,"
"gen-note-reading-049","49","What is the enharmonic equivalent of C#?","Db","Bb","Eb","A","Note Reading","staff_notation","intermediate","C# and Db are enharmonic equivalents — they sound the same but are written differently.","","X:1
M:4/4
L:1
K:C clef=treble
^C"
"gen-note-reading-050","50","What is the enharmonic equivalent of Db?","C#","C","E","Ab","Note Reading","staff_notation","intermediate","Db and C# are enharmonic equivalents.","","X:1
M:4/4
L:1
K:C clef=treble
_D"
"gen-note-reading-051","51","What is the enharmonic equivalent of D#?","Eb","B","Bb","C","Note Reading","staff_notation","intermediate","D# and Eb are enharmonic equivalents — they sound the same but are written differently.","","X:1
M:4/4
L:1
K:C clef=treble
^D"
"gen-note-reading-052","52","What is the enharmonic equivalent of Eb?","D#","F","E","G#","Note Reading","staff_notation","intermediate","Eb and D# are enharmonic equivalents.","","X:1
M:4/4
L:1
K:C clef=treble
_E"
"gen-note-reading-053","53","What is the enharmonic equivalent of F#?","Gb","D","C","Ab","Note Reading","staff_notation","intermediate","F# and Gb are enharmonic equivalents — they sound the same but are written differently.","","X:1
M:4/4
L:1
K:C clef=treble
^F"
"gen-note-reading-054","54","What is the enharmonic equivalent of Gb?","F#","F","Eb","A#","Note Reading","staff_notation","intermediate","Gb and F# are enharmonic equivalents.","","X:1
M:4/4
L:1
K:C clef=treble
_G"
"gen-note-reading-055","55","What is the enharmonic equivalent of G#?","Ab","D#","C#","G","Note Reading","staff_notation","intermediate","G# and Ab are enharmonic equivalents — they sound the same but are written differently.","","X:1
M:4/4
L:1
K:C clef=treble
^G"
"gen-note-reading-056","56","What is the enharmonic equivalent of Ab?","G#","C","C#","A","Note Reading","staff_notation","intermediate","Ab and G# are enharmonic equivalents.","","X:1
M:4/4
L:1
K:C clef=treble
_A"
"gen-note-reading-057","57","What is the enharmonic equivalent of A#?","Bb","D","C","A","Note Reading","staff_notation","intermediate","A# and Bb are enharmonic equivalents — they sound the same but are written differently.","","X:1
M:4/4
L:1
K:C clef=treble
^A"
"gen-note-reading-058","58","What is the enharmonic equivalent of Bb?","A#","A","C","Eb","Note Reading","staff_notation","intermediate","Bb and A# are enharmonic equivalents.","","X:1
M:4/4
L:1
K:C clef=treble
_B"
"gen-note-reading-059","59","What note is shown on the treble clef staff?","C","E","Ab","F#","Note Reading","staff_notation","advanced","This note is C6, located at three ledger lines above treble.","","X:1
M:4/4
L:1
K:C clef=treble
c'"
"gen-note-reading-060","60","What note is shown on the treble clef staff?","D","A#","F","C","Note Reading","staff_notation","advanced","This note is D6, located at above three ledger lines.","","X:1
M:4/4
L:1
K:C clef=treble
d'"
"gen-note-reading-061","61","What note is shown on the treble clef staff?","G","B","A","D","Note Reading","staff_notation","advanced","This note is G3, located at three ledger lines below treble.","","X:1
M:4/4
L:1
K:C clef=treble
G,"
"gen-note-reading-062","62","What note is shown on the treble clef staff?","F","C","D","Ab","Note Reading","staff_notation","advanced","This note is F3, located at below three ledger lines.","","X:1
M:4/4
L:1
K:C clef=treble
F,"
"gen-note-reading-063","63","What note is shown on the bass clef staff?","E","C#","B","C","Note Reading","staff_notation","advanced","This note is E4, located at three ledger lines above bass.","","X:1
M:4/4
L:1
K:C clef=bass
e"
"gen-note-reading-064","64","What note is shown on the bass clef staff?","F","C#","D#","C","Note Reading","staff_notation","advanced","This note is F4, located at above three ledger lines.","","X:1
M:4/4
L:1
K:C clef=bass
f"
"gen-note-reading-065","65","What note is shown on the bass clef staff?","C","G#","Gb","G","Note Reading","staff_notation","advanced","This note is C2, located at three ledger lines below bass.","","X:1
M:4/4
L:1
K:C clef=bass
C,"
"gen-note-reading-066","66","What note is shown on the bass clef staff?","B","G","F","Db","Note Reading","staff_notation","advanced","This note is B1, located at below three ledger lines.","","X:1
M:4/4
L:1
K:C clef=bass
B,,"
"gen-note-reading-067","67","In the key of G major, what note is shown?","F#","G#","A","A#","Note Reading","staff_notation","advanced","In G major, F is always sharp. The key signature tells you the accidental.","","X:1
M:4/4
L:1
K:G clef=treble
f"
"gen-note-reading-068","68","In the key of D major, what note is shown?","C#","A#","C","Db","Note Reading","staff_notation","advanced","In D major, C is always sharp. The key signature tells you the accidental.","","X:1
M:4/4
L:1
K:D clef=treble
c"
"gen-note-reading-069","69","In the key of F major, what note is shown?","Bb","E","A","C","Note Reading","staff_notation","advanced","In F major, B is always flat. The key signature tells you the accidental.","","X:1
M:4/4
L:1
K:F clef=treble
B"
"gen-note-reading-070","70","In the key of Bb major, what note is shown?","Eb","Db","Bb","D#","Note Reading","staff_notation","advanced","In Bb major, E is always flat. The key signature tells you the accidental.","","X:1
M:4/4
L:1
K:_B clef=treble
e"
"gen-note-reading-071","71","In the key of Eb major, what note is shown?","Ab","F#","Eb","Gb","Note Reading","staff_notation","advanced","In Eb major, A is always flat. The key signature tells you the accidental.","","X:1
M:4/4
L:1
K:_E clef=treble
A"
"gen-note-reading-072","72","In the key of A major, what note is shown?","G#","C#","Gb","Db","Note Reading","staff_notation","advanced","In A major, G is always sharp. The key signature tells you the accidental.","","X:1
M:4/4
L:1
K:A clef=treble
G"
"gen-note-reading-073","73","In the key of E major, what note is shown?","D#","F","Bb","Ab","Note Reading","staff_notation","advanced","In E major, D is always sharp. The key signature tells you the accidental.","","X:1
M:4/4
L:1
K:E clef=treble
d"
"gen-note-reading-074","74","In the key of Ab major, what note is shown?","Db","E","B","F#","Note Reading","staff_notation","advanced","In Ab major, D is always flat. The key signature tells you the accidental.","","X:1
M:4/4
L:1
K:_A clef=treble
d"
"gen-note-reading-075","75","In the key of B major, what note is shown?","A#","F","A","D#","Note Reading","staff_notation","advanced","In B major, A is always sharp. The key signature tells you the accidental.","","X:1
M:4/4
L:1
K:B clef=treble
A"
"gen-note-reading-076","76","In the key of Db major, what note is shown?","Gb","G#","Bb","A#","Note Reading","staff_notation","advanced","In Db major, G is always flat. The key signature tells you the accidental.","","X:1
M:4/4
L:1
K:_D clef=treble
G"
"gen-note-reading-077","77","What is the enharmonic equivalent of F##?","G","C#","C","A#","Note Reading","staff_notation","advanced","F## is enharmonically equivalent to G.","","X:1
M:4/4
L:1
K:C clef=treble
^^F"
"gen-note-reading-078","78","What is the enharmonic equivalent of C##?","D","F#","Ab","Eb","Note Reading","staff_notation","advanced","C## is enharmonically equivalent to D.","","X:1
M:4/4
L:1
K:C clef=treble
^^C"
"gen-note-reading-079","79","What is the enharmonic equivalent of Bbb?","A","E","F#","B","Note Reading","staff_notation","advanced","Bbb is enharmonically equivalent to A.","","X:1
M:4/4
L:1
K:C clef=treble
__B"
"gen-note-reading-080","80","What is the enharmonic equivalent of Ebb?","D","F#","Gb","G#","Note Reading","staff_notation","advanced","Ebb is enharmonically equivalent to D.","","X:1
M:4/4
L:1
K:C clef=treble
__E"
"gen-note-reading-081","81","What note is shown on the treble clef staff?","D","Eb","B","A#","Note Reading","staff_notation","beginner","This note is D4 on the treble clef.","","X:1
M:4/4
L:1
K:C clef=treble
D"
"gen-note-reading-082","82","What note is shown on the treble clef staff?","G","Eb","A#","Bb","Note Reading","staff_notation","beginner","This note is G5 on the treble clef.","","X:1
M:4/4
L:1
K:C clef=treble
g"
"gen-note-reading-083","83","What note is shown on the bass clef staff?","F","C","Bb","D#","Note Reading","staff_notation","beginner","This note is F2 on the bass clef.","","X:1
M:4/4
L:1
K:C clef=bass
F,"
"gen-note-reading-084","84","What note is shown on the bass clef staff?","B","D#","C","Eb","Note Reading","staff_notation","beginner","This note is B3 on the bass clef.","","X:1
M:4/4
L:1
K:C clef=bass
B"
"gen-note-reading-085","85","What note is shown on the treble clef staff?","C","C#","Gb","G","Note Reading","staff_notation","beginner","This note is C4 on the treble clef.","","X:1
M:4/4
L:1
K:C clef=treble
C"
"gen-note-reading-086","86","What note is shown on the treble clef staff?","D#","G#","Ab","E","Note Reading","staff_notation","beginner","This note is D#4 on the treble clef.","","X:1
M:4/4
L:1
K:C clef=treble
^D"
"gen-note-reading-087","87","What note is shown on the treble clef staff?","A#","Gb","E","F#","Note Reading","staff_notation","beginner","This note is A#4 on the treble clef.","","X:1
M:4/4
L:1
K:C clef=treble
^A"
"gen-note-reading-088","88","What note is shown on the treble clef staff?","Db","F","E","Eb","Note Reading","staff_notation","beginner","This note is Db5 on the treble clef.","","X:1
M:4/4
L:1
K:C clef=treble
_d"
"gen-note-reading-089","89","What note is shown on the treble clef staff?","Gb","F","E","Eb","Note Reading","staff_notation","beginner","This note is Gb4 on the treble clef.","","X:1
M:4/4
L:1
K:C clef=treble
_G"
"gen-note-reading-090","90","What note is shown on the bass clef staff?","C#","Bb","F#","Gb","Note Reading","staff_notation","beginner","This note is C#3 on the bass clef.","","X:1
M:4/4
L:1
K:C clef=bass
^C"
"gen-note-reading-091","91","What note is shown on the bass clef staff?","Gb","C","B","F#","Note Reading","staff_notation","beginner","This note is Gb2 on the bass clef.","","X:1
M:4/4
L:1
K:C clef=bass
_G,"
"gen-note-reading-092","92","What note is shown on the bass clef staff?","D#","C#","G","Db","Note Reading","staff_notation","beginner","This note is D#3 on the bass clef.","","X:1
M:4/4
L:1
K:C clef=bass
^D"
"gen-note-reading-093","93","What note is shown on the treble clef staff?","Bb","C","Eb","C#","Note Reading","staff_notation","intermediate","This note is Bb5 on the treble clef.","","X:1
M:4/4
L:1
K:C clef=treble
_b"
"gen-note-reading-094","94","What note is shown on the treble clef staff?","F#","F","A","D#","Note Reading","staff_notation","intermediate","This note is F#5 on the treble clef.","","X:1
M:4/4
L:1
K:C clef=treble
^f"
"gen-note-reading-095","95","What note is shown on the treble clef staff?","D#","Ab","Db","F#","Note Reading","staff_notation","intermediate","This note is D#4 on the treble clef.","","X:1
M:4/4
L:1
K:C clef=treble
^D"
"gen-note-reading-096","96","What note is shown on the treble clef staff?","Ab","C","E","Gb","Note Reading","staff_notation","intermediate","This note is Ab3 on the treble clef.","","X:1
M:4/4
L:1
K:C clef=treble
_A,"
"gen-note-reading-097","97","What note is shown on the bass clef staff?","C#","Bb","F","A#","Note Reading","staff_notation","intermediate","This note is C#4 on the bass clef.","","X:1
M:4/4
L:1
K:C clef=bass
^c"
"gen-note-reading-098","98","What note is shown on the bass clef staff?","Ab","C","F","B","Note Reading","staff_notation","intermediate","This note is Ab3 on the bass clef.","","X:1
M:4/4
L:1
K:C clef=bass
_A"
"gen-note-reading-099","99","What note is shown on the bass clef staff?","D#","F#","C#","Ab","Note Reading","staff_notation","intermediate","This note is D#4 on the bass clef.","","X:1
M:4/4
L:1
K:C clef=bass
^d"
"gen-note-reading-100","100","What note is shown on the bass clef staff?","Gb","E","C","G","Note Reading","staff_notation","intermediate","This note is Gb3 on the bass clef.","","X:1
M:4/4
L:1
K:C clef=bass
_G"
"gen-note-reading-101","101","What note is shown on the treble clef staff?","A#","C","G","G#","Note Reading","staff_notation","intermediate","This note is A#5 on the treble clef.","","X:1
M:4/4
L:1
K:C clef=treble
^a"
"gen-note-reading-102","102","What note is shown on the treble clef staff?","Eb","B","Db","C#","Note Reading","staff_notation","intermediate","This note is Eb4 on the treble clef.","","X:1
M:4/4
L:1
K:C clef=treble
_E"
"gen-note-reading-103","103","In the key of B major, what note is shown?","E#","A#","F","D#","Note Reading","staff_notation","advanced","In B major, the key signature determines this note is E#.","","X:1
M:4/4
L:1
K:B clef=treble
e"
"gen-note-reading-104","104","In the key of F# major, what note is shown?","B#","A#","D#","A","Note Reading","staff_notation","advanced","In F# major, the key signature determines this note is B#.","","X:1
M:4/4
L:1
K:^F clef=treble
B"
"gen-note-reading-105","105","In the key of Gb major, what note is shown?","Cb","E","D#","C","Note Reading","staff_notation","advanced","In Gb major, the key signature determines this note is Cb.","","X:1
M:4/4
L:1
K:_G clef=treble
c"
"gen-note-reading-106","106","In the key of Ab major, what note is shown?","Bb","C#","Eb","C","Note Reading","staff_notation","advanced","In Ab major, the key signature determines this note is Bb.","","X:1
M:4/4
L:1
K:_A clef=treble
B"
"gen-note-reading-107","107","In the key of Eb major, what note is shown?","Bb","A","G#","Eb","Note Reading","staff_notation","advanced","In Eb major, the key signature determines this note is Bb.","","X:1
M:4/4
L:1
K:_E clef=bass
b"
"gen-intervals-001","1","What ascending interval is shown from C?","Minor 2nd","Perfect 5th","Perfect 4th","Major 3rd","Intervals","staff_notation","beginner","From C to C# is a Minor 2nd (1 semitones).","","X:1
M:4/4
L:1
K:C clef=treble
[C^C]"
"gen-intervals-002","2","What ascending interval is shown from C?","Major 2nd","Perfect 4th","Perfect 5th","Octave","Intervals","staff_notation","beginner","From C to D is a Major 2nd (2 semitones).","","X:1
M:4/4
L:1
K:C clef=treble
[CD]"
"gen-intervals-003","3","What ascending interval is shown from C?","Minor 3rd","Major 2nd","Minor 2nd","Perfect 4th","Intervals","staff_notation","beginner","From C to D# is a Minor 3rd (3 semitones).","","X:1
M:4/4
L:1
K:C clef=treble
[C^D]"
"gen-intervals-004","4","What ascending interval is shown from C?","Major 3rd","Minor 3rd","Major 2nd","Octave","Intervals","staff_notation","beginner","From C to E is a Major 3rd (4 semitones).","","X:1
M:4/4
L:1
K:C clef=treble
[CE]"
"gen-intervals-005","5","What ascending interval is shown from C?","Perfect 4th","Major 2nd","Major 3rd","Octave","Intervals","staff_notation","beginner","From C to F is a Perfect 4th (5 semitones).","","X:1
M:4/4
L:1
K:C clef=treble
[CF]"
"gen-intervals-006","6","What ascending interval is shown from C?","Perfect 5th","Minor 2nd","Major 2nd","Minor 3rd","Intervals","staff_notation","beginner","From C to G is a Perfect 5th (7 semitones).","","X:1
M:4/4
L:1
K:C clef=treble
[CG]"
"gen-intervals-007","7","What ascending interval is shown from C?","Octave","Minor 3rd","Perfect 4th","Perfect 5th","Intervals","staff_notation","beginner","From C to C is a Octave (12 semitones).","","X:1
M:4/4
L:1
K:C clef=treble
[Cc]"
"gen-intervals-008","8","What ascending interval is shown from D?","Minor 2nd","Octave","Perfect 5th","Major 2nd","Intervals","staff_notation","beginner","From D to D# is a Minor 2nd (1 semitones).","","X:1
M:4/4
L:1
K:C clef=treble
[D^D]"
"gen-intervals-009","9","What ascending interval is shown from D?","Major 2nd","Perfect 4th","Perfect 5th","Minor 3rd","Intervals","staff_notation","beginner","From D to E is a Major 2nd (2 semitones).","","X:1
M:4/4
L:1
K:C clef=treble
[DE]"
"gen-intervals-010","10","What ascending interval is shown from D?","Minor 3rd","Perfect 4th","Major 3rd","Perfect 5th","Intervals","staff_notation","beginner","From D to F is a Minor 3rd (3 semitones).","","X:1
M:4/4
L:1
K:C clef=treble
[DF]"
"gen-intervals-011","11","What ascending interval is shown from D?","Major 3rd","Perfect 5th","Minor 2nd","Major 2nd","Intervals","staff_notation","beginner","From D to F# is a Major 3rd (4 semitones).","","X:1
M:4/4
L:1
K:C clef=treble
[D^F]"
"gen-intervals-012","12","What ascending interval is shown from D?","Perfect 4th","Minor 3rd","Major 2nd","Perfect 5th","Intervals","staff_notation","beginner","From D to G is a Perfect 4th (5 semitones).","","X:1
M:4/4
L:1
K:C clef=treble
[DG]"
"gen-intervals-013","13","What ascending interval is shown from D?","Perfect 5th","Octave","Minor 3rd","Major 2nd","Intervals","staff_notation","beginner","From D to A is a Perfect 5th (7 semitones).","","X:1
M:4/4
L:1
K:C clef=treble
[DA]"
"gen-intervals-014","14","What ascending interval is shown from D?","Octave","Major 3rd","Perfect 5th","Perfect 4th","Intervals","staff_notation","beginner","From D to D is a Octave (12 semitones).","","X:1
M:4/4
L:1
K:C clef=treble
[Dd]"
"gen-intervals-015","15","What ascending interval is shown from E?","Minor 2nd","Minor 3rd","Major 3rd","Perfect 5th","Intervals","staff_notation","beginner","From E to F is a Minor 2nd (1 semitones).","","X:1
M:4/4
L:1
K:C clef=treble
[EF]"
"gen-intervals-016","16","What ascending interval is shown from E?","Major 2nd","Perfect 4th","Major 3rd","Perfect 5th","Intervals","staff_notation","beginner","From E to F# is a Major 2nd (2 semitones).","","X:1
M:4/4
L:1
K:C clef=treble
[E^F]"
"gen-intervals-017","17","What ascending interval is shown from E?","Minor 3rd","Major 3rd","Octave","Major 2nd","Intervals","staff_notation","beginner","From E to G is a Minor 3rd (3 semitones).","","X:1
M:4/4
L:1
K:C clef=treble
[EG]"
"gen-intervals-018","18","What ascending interval is shown from E?","Major 3rd","Major 2nd","Minor 2nd","Octave","Intervals","staff_notation","beginner","From E to G# is a Major 3rd (4 semitones).","","X:1
M:4/4
L:1
K:C clef=treble
[E^G]"
"gen-intervals-019","19","What ascending interval is shown from E?","Perfect 4th","Octave","Major 3rd","Minor 3rd","Intervals","staff_notation","beginner","From E to A is a Perfect 4th (5 semitones).","","X:1
M:4/4
L:1
K:C clef=treble
[EA]"
"gen-intervals-020","20","What ascending interval is shown from E?","Perfect 5th","Perfect 4th","Octave","Major 3rd","Intervals","staff_notation","beginner","From E to B is a Perfect 5th (7 semitones).","","X:1
M:4/4
L:1
K:C clef=treble
[EB]"
"gen-intervals-021","21","What ascending interval is shown from E?","Octave","Minor 2nd","Major 2nd","Minor 3rd","Intervals","staff_notation","beginner","From E to E is a Octave (12 semitones).","","X:1
M:4/4
L:1
K:C clef=treble
[Ee]"
"gen-intervals-022","22","What ascending interval is shown from F?","Minor 2nd","Major 2nd","Octave","Perfect 5th","Intervals","staff_notation","beginner","From F to F# is a Minor 2nd (1 semitones).","","X:1
M:4/4
L:1
K:C clef=treble
[F^F]"
"gen-intervals-023","23","What ascending interval is shown from F?","Major 2nd","Major 3rd","Minor 3rd","Octave","Intervals","staff_notation","beginner","From F to G is a Major 2nd (2 semitones).","","X:1
M:4/4
L:1
K:C clef=treble
[FG]"
"gen-intervals-024","24","What ascending interval is shown from F?","Minor 3rd","Minor 2nd","Major 2nd","Octave","Intervals","staff_notation","beginner","From F to G# is a Minor 3rd (3 semitones).","","X:1
M:4/4
L:1
K:C clef=treble
[F^G]"
