"set_id","question_number","question_text","correct_answer","wrong_answer_1","wrong_answer_2","wrong_answer_3","category","quiz_type","difficulty","explanation","youtube_url","youtube_title","video_url","patreon_url","sources_and_notes","improvement_note"
"theory-intervals-001","13","Which two pairs of adjacent white piano keys have natural half steps (no black key between them)?","E-F and B-C","A-B and C-D","G-A and D-E","C-D and F-G","Intervals","music_theory","beginner","E to F and B to C are the only natural half steps on the piano — there is no black key between them. All other adjacent white keys are a whole step apart.","","","","","Kent Hewitt p.6",""
"theory-intervals-001","14","A perfect fifth (P5) is described as having which characteristic quality?","Open Consonance","Sharp Dissonance","Soft Dissonance","Neutral/Restless","Intervals","music_theory","beginner","The perfect fifth is one of the most stable intervals in music, producing an open consonance — stable and complete-sounding without needing to resolve.","","","","","Beato Book p.8",""
"theory-intervals-001","15","The tritone (augmented 4th / diminished 5th) is described as having which quality?","Neutral/Restless","Open Consonance","Warm Consonance","Soft Dissonance","Intervals","music_theory","beginner","The tritone divides the octave exactly in half. It is harmonically tense and strongly demands resolution — it sounds ambiguous and restless on its own.","","","","","Beato Book p.8",""
"theory-intervals-001","16","In jazz, the 9th above the root is the same pitch class as which simpler interval?","Major 2nd","Major 7th","Perfect 5th","Major 3rd","Intervals","music_theory","beginner","Upper extensions (9, 11, 13) are simply lower intervals displaced one octave higher. 9th = 2nd, 11th = 4th, 13th = 6th.","","","","","Kent Hewitt p.14",""
"theory-intervals-001","17","The 13th above the root is the same pitch class as which simpler interval?","Major 6th","Minor 7th","Perfect 5th","Major 3rd","Intervals","music_theory","beginner","The 13th = 6th up an octave. In jazz chord symbols: 9th, 11th, and 13th are extensions that add color above the 7th of a chord.","","","","","Kent Hewitt p.14",""
"theory-intervals-001","18","How many half steps make up a perfect fifth?","7","5","6","8","Intervals","music_theory","beginner","A perfect fifth spans 7 half steps. For example: C-C#-D-D#-E-F-F#-G = 7 half steps from C to G.","","","","","Beato Book p.8",""
"theory-intervals-001","19","A minor 2nd (one half step) is characterized as having which quality?","Sharp Dissonance","Open Consonance","Warm Consonance","Soft Dissonance","Intervals","music_theory","beginner","The minor 2nd (1 half step) is the sharpest, most biting dissonance in Western harmony. It creates maximum tension and strongly demands resolution.","","","","","Beato Book p.8",""
"theory-intervals-001","20","What does it mean for two notes to be 'enharmonic'?","They are the same pitch but spelled with different names (e.g. C# and Db)","They are exactly one octave apart","One note is altered by a half step from the other","They form a dissonant interval","Intervals","music_theory","beginner","Enharmonic notes are played on the same piano key but written differently depending on the key signature context. C# and Db are the same pitch — enharmonic equivalents.","","","","","Kent Hewitt p.6",""
"theory-intervals-001","21","How many half steps make up a minor 7th interval?","10","9","11","8","Intervals","music_theory","beginner","A minor 7th spans 10 half steps — one half step less than a major 7th (11). Example: C to Bb = 10 half steps.","","","","","Beato Book p.8",""
"theory-intervals-001","22","A major 3rd spans how many half steps?","4","3","5","2","Intervals","music_theory","beginner","A major 3rd = 4 half steps (e.g. C to E). A minor 3rd = 3 half steps (e.g. C to Eb). This one-half-step difference is what determines major vs minor chord quality.","","","","","Beato Book p.8; Kent Hewitt p.10",""
"theory-intervals-001","23","A minor 3rd spans how many half steps?","3","2","4","5","Intervals","music_theory","beginner","A minor 3rd = 3 half steps (e.g. C to Eb). This interval appears between the root and third of every minor and diminished chord.","","","","","Beato Book p.8",""
"theory-intervals-001","24","How many half steps make up a major 7th?","11","10","12","9","Intervals","music_theory","beginner","A major 7th = 11 half steps — just one half step below the octave. Example: C to B = 11 half steps. This interval defines major 7th chords (Cmaj7).","","","","","Beato Book p.8",""
"theory-chord-theory-001","25","What is the formula for a major triad?","1 - 3 - 5","1 - b3 - 5","1 - 3 - #5","1 - b3 - b5","Chord Theory","music_theory","beginner","A major triad: root + major 3rd (4 semitones) + perfect 5th. Formula: 1-3-5. Example: C major = C-E-G.","","","","","Beato Book p.14; Kent Hewitt p.18",""
"theory-chord-theory-001","26","What is the formula for a minor triad?","1 - b3 - 5","1 - 3 - 5","1 - 3 - #5","1 - b3 - b5","Chord Theory","music_theory","beginner","A minor triad: root + minor 3rd (3 semitones) + perfect 5th. Formula: 1-b3-5. Example: C minor = C-Eb-G.","","","","","Beato Book p.14; Kent Hewitt p.18",""
"theory-chord-theory-001","27","What is the formula for a diminished triad?","1 - b3 - b5","1 - 3 - b5","1 - b3 - 5","1 - 3 - #5","Chord Theory","music_theory","beginner","A diminished triad: root + minor 3rd + diminished 5th. Formula: 1-b3-b5. Built from two stacked minor 3rds (3+3 semitones), creating a tense, unstable sound.","","","","","Beato Book p.14; Kent Hewitt p.18",""
"theory-chord-theory-001","28","What is the formula for an augmented triad?","1 - 3 - #5","1 - 3 - 5","1 - b3 - 5","1 - b3 - #5","Chord Theory","music_theory","beginner","An augmented triad: root + major 3rd + augmented 5th. Formula: 1-3-#5. Built from two stacked major 3rds (4+4 semitones), creating a symmetrical, tense sound.","","","","","Beato Book p.14; Kent Hewitt p.18",""
"theory-chord-theory-001","29","A major triad consists of which two stacked interval types (from root upward)?","Major 3rd then minor 3rd (M3 + m3)","Two major 3rds (M3 + M3)","Two minor 3rds (m3 + m3)","Minor 3rd then major 3rd (m3 + M3)","Chord Theory","music_theory","beginner","All triads are stacked thirds. Major = M3 (4 st) + m3 (3 st). Minor = m3 + M3. Diminished = m3 + m3. Augmented = M3 + M3.","","","","","Kent Hewitt p.18; Beato Book p.27",""
"theory-chord-theory-001","30","When a triad is in first inversion, which note is in the bass?","The third","The root","The fifth","The seventh","Chord Theory","music_theory","beginner","First inversion: the third is in the bass. For C major (C-E-G): root position = C bass; 1st inversion = E in bass; 2nd inversion = G in bass.","","","","","Beato Book p.27; Kent Hewitt p.30",""
"theory-chord-theory-001","31","When a triad is in second inversion, which note is in the bass?","The fifth","The third","The root","The seventh","Chord Theory","music_theory","beginner","Second inversion places the fifth in the bass. C major 2nd inversion = G-C-E (the fifth G is lowest). Written in slash notation as C/G.","","","","","Beato Book p.27; Kent Hewitt p.30",""
"theory-chord-theory-001","32","In slash chord notation, a first inversion C major chord is written as:","C/E","C/G","E/C","G/C","Chord Theory","music_theory","beginner","Slash chords show the chord quality left of the slash and the bass note right of the slash. C/E = C major with E in the bass (1st inversion). C/G = 2nd inversion.","","","","","Kent Hewitt p.31",""
"theory-chord-theory-001","33","A suspended chord (sus) replaces which note from a basic triad?","The third","The fifth","The root","The seventh","Chord Theory","music_theory","beginner","Sus chords replace the third with the 4th (sus4) or 2nd (sus2). The absence of the third creates an unresolved, open quality — the suspended note wants to resolve to the 3rd.","","","","","Beato Book p.29",""
"theory-chord-theory-001","34","A sus4 chord replaces the third with which interval above the root?","Perfect 4th","Augmented 4th","Major 2nd","Minor 2nd","Chord Theory","music_theory","beginner","Csus4 = C-F-G (the E is raised to F, a perfect 4th above root). The 4th naturally wants to resolve down a half step to the 3rd — hence 'suspended.'","","","","","Beato Book p.29; Kent Hewitt p.19",""
"theory-chord-theory-001","35","A sus4 chord contains which two intervals above the root?","Perfect 4th and perfect 5th","Major 3rd and perfect 5th","Perfect 4th and major 6th","Minor 3rd and perfect 4th","Chord Theory","music_theory","beginner","A sus4 chord (e.g. Csus4 = C-F-G) contains a P4 and P5 above the root. The 3rd is completely omitted, giving the chord a harmonically open, unresolved sound.","","","","","Kent Hewitt p.19",""
"theory-chord-theory-001","36","In C major, the chord built on the 4th scale degree (F) is what quality?","Major","Minor","Diminished","Augmented","Chord Theory","music_theory","beginner","Diatonic triads in C major: I=C(M), ii=Dm, iii=Em, IV=F(M), V=G(M), vi=Am, vii°=Bdim. The IV chord is always major in any major key.","","","","","Beato Book p.13; Kent Hewitt p.23",""
"theory-chord-theory-001","37","In C major, the chord built on the 2nd scale degree (D) is what quality?","Minor","Major","Diminished","Augmented","Chord Theory","music_theory","beginner","The ii chord is always minor in a major key. In C major: Dm (D-F-A). The supertonic (ii) commonly functions as a Pre-Dominant chord, leading to V.","","","","","Beato Book p.13; Kent Hewitt p.23",""
"theory-harmony-voice-leading-001","38","The V chord naturally resolves to which chord?","The I chord (Tonic)","The IV chord (Subdominant)","The ii chord (Supertonic)","The vi chord (Submediant)","Harmony & Voice Leading","music_theory","beginner","The V-I (Dominant to Tonic) resolution is the strongest harmonic motion in Western music. The dominant chord creates tension that naturally resolves to the tonic.","","","","","Kent Hewitt p.26; Beato Book p.37",""
"theory-harmony-voice-leading-001","39","What are the three functional chord categories in tonal harmony?","Tonic, Pre-Dominant, and Dominant","Major, Minor, and Diminished","Primary, Secondary, and Tertiary","Stable, Unstable, and Transitional","Harmony & Voice Leading","music_theory","beginner","Functional harmony organizes chords by role: Tonic (I, iii, vi) = at rest; Pre-Dominant (IV, ii) = preparing movement; Dominant (V, vii°) = creating tension that resolves to Tonic.","","","","","Beato Book p.37-39",""
"theory-harmony-voice-leading-001","40","Tonic chords are defined as chords that do NOT contain which scale degree?","The 4th degree","The 7th degree","The 5th degree","The 1st degree","Harmony & Voice Leading","music_theory","beginner","Tonic chords (I, iii, vi) all lack the 4th scale degree. The 4th degree is the defining element of Pre-Dominant chords — its absence gives Tonic chords their stability.","","","","","Beato Book p.38",""
"theory-harmony-voice-leading-001","41","Which chord is a Dominant function chord because it contains both the 5th and 7th scale degrees?","V7 (e.g. G7 in C major)","IVmaj7 (e.g. Fmaj7 in C major)","Imaj7 (e.g. Cmaj7 in C major)","ii7 (e.g. Dm7 in C major)","Harmony & Voice Leading","music_theory","beginner","Dominant chords (V7 and vii°7b5) contain both the 5th AND 7th degrees of the scale — the two least stable tones. The 4th degree resolves down and the 7th resolves up to the tonic triad.","","","","","Beato Book p.37",""
"theory-harmony-voice-leading-001","42","The 1st scale degree is called which name?","Tonic","Dominant","Subdominant","Mediant","Harmony & Voice Leading","music_theory","beginner","Scale degree names: 1=Tonic, 2=Supertonic, 3=Mediant, 4=Subdominant, 5=Dominant, 6=Submediant, 7=Leading Tone (major) or Subtonic (natural minor).","","","","","Beato Book p.36",""
"theory-harmony-voice-leading-001","43","The 4th scale degree is called which name?","Subdominant","Supertonic","Submediant","Mediant","Harmony & Voice Leading","music_theory","beginner","The subdominant (4th degree) is literally 'below the dominant.' It forms the basis of the IV chord and is the defining tone of Pre-Dominant function in tonal harmony.","","","","","Beato Book p.36",""
"theory-harmony-voice-leading-001","44","In a major scale, the 7th degree (leading tone) has a strong tendency to resolve up by a half step to which note?","The 1st degree (Tonic)","The 5th degree (Dominant)","The 4th degree (Subdominant)","The 3rd degree (Mediant)","Harmony & Voice Leading","music_theory","beginner","The leading tone is just a half step below the tonic, creating strong upward pull. In C major, B resolves to C. This resolution is fundamental to all authentic cadences.","","","","","Beato Book p.36",""
"theory-harmony-voice-leading-001","45","On the Cycle of 5ths, in which direction does dominant-to-tonic resolution move?","Counter-clockwise","Clockwise","Inward toward the center","Outward from the center","Harmony & Voice Leading","music_theory","beginner","Moving counter-clockwise on the Cycle of 5ths represents resolution — dominant to tonic. G is one step clockwise from C, so G7→C moves counter-clockwise.","","","","","Kent Hewitt p.24; Beato Book p.12",""
"theory-harmony-voice-leading-001","46","The II-V-I progression in C major uses which three chords?","Dm7 - G7 - Cmaj7","Fm - C - G","Am - D - G","Em - A - D","Harmony & Voice Leading","music_theory","beginner","The II-V-I is the cornerstone of jazz harmony. In C: Dm7 (ii7) → G7 (V7) → Cmaj7 (I). The ii pushes to V which resolves to I — three steps of the functional chain.","","","","","Kent Hewitt p.29; Beato Book p.39",""
"theory-harmony-voice-leading-001","47","Moving smoothly between chords with minimal voice movement — using inversions to avoid large leaps — is called what?","Voice Leading (or Economy of Motion)","Contrary Motion","Parallel Motion","Voice Crossing","Harmony & Voice Leading","music_theory","beginner","Voice leading and economy of motion describe moving each voice the shortest distance possible between chords. Inversions are the primary tool for achieving this smooth movement.","","","","","Kent Hewitt p.32",""
"theory-harmony-voice-leading-001","48","Which chords belong to the Pre-Dominant function?","IV and ii","I, iii, and vi","V and vii°","IV and V","Harmony & Voice Leading","music_theory","beginner","Pre-Dominant chords (IV and ii) contain the 4th scale degree. They prepare the move to Dominant. Progressions typically flow: Tonic → Pre-Dominant → Dominant → Tonic.","","","","","Beato Book p.39",""
"theory-harmony-voice-leading-001","49","In a major key, the Tonic function group contains which chords?","I, iii, and vi","IV and ii","V and vii°","I and IV","Harmony & Voice Leading","music_theory","beginner","Tonic chords (I, iii, vi) share a sense of rest and stability. They all lack the 4th scale degree. Movement within the Tonic group is harmonically stable before pushing forward.","","","","","Beato Book p.39",""
"theory-harmony-voice-leading-001","50","The 6th scale degree is called which name?","Submediant","Mediant","Supertonic","Subdominant","Harmony & Voice Leading","music_theory","beginner","Scale degree 6 = Submediant (below the mediant). In minor keys, a major chord on the submediant (bVI) is commonly borrowed for color and movement.","","","","","Beato Book p.36",""
"theory-rhythm-meter-001","52","What does a time signature tell you?","How many beats are in each measure and what note value gets one beat","The tempo of a piece","The key of a piece","The dynamic level","Rhythm & Meter","music_theory","beginner","The top number indicates beats per measure; the bottom number indicates which note value equals one beat.","","","","","The Beato Book 4.0; Nahre Sol Elements of Music",""
"theory-rhythm-meter-001","53","In 4/4 time, how many beats are in each measure?","4","2","3","6","Rhythm & Meter","music_theory","beginner","The top number '4' in 4/4 time means there are 4 beats per measure.","","","","","The Beato Book 4.0",""
"theory-rhythm-meter-001","54","How many beats does a whole note receive in 4/4 time?","4 beats","1 beat","2 beats","3 beats","Rhythm & Meter","music_theory","beginner","A whole note lasts the full measure in 4/4 time, receiving 4 beats.","","","","","The Beato Book 4.0",""
"theory-rhythm-meter-001","55","How many eighth notes are equal to one quarter note?","2","4","3","8","Rhythm & Meter","music_theory","beginner","One quarter note divides into exactly 2 eighth notes.","","","","","The Beato Book 4.0",""
"theory-rhythm-meter-001","56","How many beats is a dotted quarter note worth in 4/4 time?","1.5 beats","2 beats","1 beat","3 beats","Rhythm & Meter","music_theory","beginner","A dot adds half the note's value. A quarter note = 1 beat, so dotted quarter = 1.5 beats.","","","","","The Beato Book 4.0",""
"theory-rhythm-meter-001","57","What is the musical term for a period of silence?","Rest","Pause","Fermata","Hold","Rhythm & Meter","music_theory","beginner","A rest indicates a period of silence. Each note value has a corresponding rest symbol.","","","","","General music theory",""
"theory-rhythm-meter-001","58","In 3/4 time, how many quarter-note beats are in each measure?","3","4","6","2","Rhythm & Meter","music_theory","beginner","The top number '3' in 3/4 means 3 beats per measure; the bottom '4' means the quarter note gets one beat.","","","","","General music theory",""
"theory-rhythm-meter-001","59","What is the 'downbeat' in a measure?","The first beat of a measure","The last beat of a measure","A weak beat","A beat played softly","Rhythm & Meter","music_theory","beginner","The downbeat is beat 1 of a measure, typically the strongest and most emphasized beat.","","","","","Nahre Sol Elements of Music",""
"theory-rhythm-meter-001","60","How many sixteenth notes equal one quarter note?","4","2","8","16","Rhythm & Meter","music_theory","beginner","One quarter note subdivides into 4 sixteenth notes.","","","","","General music theory",""
"theory-rhythm-meter-001","61","What does a fermata symbol tell the performer?","Hold the note longer than its written value","Play the note shorter","Repeat the note","Play the note louder","Rhythm & Meter","music_theory","beginner","A fermata (bird's eye symbol) tells the performer to hold the note for an extended duration at the performer's or conductor's discretion.","","","","","General music theory",""
"theory-rhythm-meter-001","62","What type of meter has beats that naturally divide into groups of three?","Compound meter","Simple meter","Duple meter","Triple meter","Rhythm & Meter","music_theory","beginner","In compound meter (e.g. 6/8), the beat divides into three equal parts. In simple meter, the beat divides into two.","","","","","General music theory",""
"theory-rhythm-meter-001","63","What is syncopation in music?","Accenting a normally weak beat or placing emphasis on the off-beat","Playing two notes at the same time","Playing a note louder than the others","Gradually speeding up the tempo","Rhythm & Meter","music_theory","beginner","Syncopation creates rhythmic interest and energy by placing emphasis on beats that are normally unaccented.","","","","","Nahre Sol Elements of Music; The Beato Book 4.0",""
"theory-form-analysis-001","64","What does musical 'form' describe?","The overall structure or organization of a piece of music","The speed of a piece","The key of a piece","The instrumentation of a piece","Form & Analysis","music_theory","beginner","Musical form describes how sections of a piece are arranged, such as verse, chorus, and bridge in a pop song.","","","","","Nahre Sol Elements of Music",""
"theory-form-analysis-001","65","What letter is traditionally used to label the first distinct section in formal analysis?","A","B","C","I","Form & Analysis","music_theory","beginner","In formal analysis, the first distinct section is labeled 'A.' Contrasting new sections receive new letters (B, C, etc.).","","","","","General music theory",""
"theory-form-analysis-001","66","What is binary form?","A musical form with two main contrasting sections (AB)","A form with three sections","A form that repeats exactly throughout","A form with an introduction and a coda only","Form & Analysis","music_theory","beginner","Binary form (AB) consists of two distinct sections, often both repeated.","","","","","General music theory",""
"theory-form-analysis-001","67","What is ternary form?","A three-part structure where the opening section returns at the end (ABA)","A form with four sections","A form with only one section","A form where no section ever repeats","Form & Analysis","music_theory","beginner","Ternary form (ABA) presents a statement, a contrasting section, and then a return to the opening material.","","","","","General music theory",""
"theory-form-analysis-001","68","In a pop song, what does the 'verse' typically do?","Tells the story of the song, usually with different lyrics each time","Contains the catchiest repeated hook","Provides an instrumental break","Serves as the final closing section","Form & Analysis","music_theory","beginner","Verses advance the narrative with changing lyrics each time while sharing the same melody.","","","","","Nahre Sol Elements of Music",""
"theory-form-analysis-001","69","In a pop song, what is the 'chorus'?","The repeated section with the same lyrics and melody, usually the main hook","The opening instrumental section","A section reserved for improvisation","The contrasting bridge section","Form & Analysis","music_theory","beginner","The chorus is the most recognizable and repeated section, typically containing the song's title or main emotional message.","","","","","Nahre Sol Elements of Music",""
"theory-form-analysis-001","70","What is the purpose of a 'bridge' in a song?","To provide contrast and variety before returning to familiar material","To open the song","To serve as the final verse","To repeat the main hook","Form & Analysis","music_theory","beginner","The bridge offers a fresh perspective or harmonic contrast, breaking up the verse-chorus pattern.","","","","","Nahre Sol Elements of Music",""
"theory-form-analysis-001","71","What is a musical 'phrase'?","A musical sentence that expresses a complete musical idea","A single note value","A chord progression","An entire composition","Form & Analysis","music_theory","beginner","A phrase is a musical unit analogous to a sentence in language — it has a beginning, middle, and a sense of conclusion.","","","","","Nahre Sol Elements of Music",""
"theory-form-analysis-001","72","What is an 'intro' in a song?","The opening section before the main content begins","The repeated final section","The improvisation section","A middle contrasting section","Form & Analysis","music_theory","beginner","An intro sets up the mood and key of a song before the verse or chorus begins.","","","","","General music theory",""
"theory-form-analysis-001","73","What is a 'coda' in music?","A concluding section added to the end of a piece to create finality","The opening theme of a piece","A repeated middle section","A sudden key change","Form & Analysis","music_theory","beginner","A coda (Italian for 'tail') provides a sense of closure and finality at the end of a composition.","","","","","General music theory",""
"theory-form-analysis-001","74","What is a 'theme' in the context of classical music?","A recognizable melodic idea that forms the basis of a composition","A tempo marking","A key signature","A time signature choice","Form & Analysis","music_theory","beginner","A theme is a central musical idea that is developed, varied, and contrasted throughout a composition.","","","","","Nahre Sol Elements of Music",""
"theory-form-analysis-001","75","What does 'D.C. al Fine' instruct the performer to do?","Return to the beginning and play until the marking 'Fine'","Skip to the end of the piece","Repeat only from the sign","Gradually slow down to a stop","Form & Analysis","music_theory","beginner","Da Capo al Fine' means go back to the very beginning ('Da Capo') and stop at the word 'Fine.'","","","","","General music theory",""
"theory-form-analysis-001","76","How many measures does the standard 12-bar blues form last?","12","8","16","4","Form & Analysis","music_theory","beginner","The 12-bar blues is one of the most common forms in jazz and blues, consisting of a 12-measure harmonic pattern often built on I, IV, and V chords.","","","","","The Beato Book 4.0; Kent Hewitt Jazz Piano",""
"theory-jazz-theory-001","77","What is a dominant seventh chord?","A major triad with a minor seventh added","A minor triad with a major seventh","A major triad with a major seventh","A diminished triad with a seventh","Jazz Theory","music_theory","beginner","The dominant 7th chord (e.g. G7) is built with a major triad plus a minor (flatted) seventh and is one of the most important chords in jazz.","","","","","The Beato Book 4.0; Kent Hewitt Jazz Piano",""
"theory-jazz-theory-001","78","What is the 'II-V-I' chord progression in jazz?","A progression moving from the 2nd to 5th to 1st scale degree chords","A scale with two flats","A specific rhythmic pattern used in jazz","A type of jazz improvisation technique","Jazz Theory","music_theory","beginner","The II-V-I (e.g. Dm7-G7-Cmaj7 in C major) is the most fundamental harmonic motion in jazz.","","","","","The Beato Book 4.0; Kent Hewitt Jazz Piano",""
"theory-jazz-theory-001","79","What defines a 'swing feel' in jazz?","Pairs of eighth notes are played unevenly — the first note is stretched and the second is shortened","All notes are played with perfectly equal duration","The music is played at a very slow tempo","The music has a strong backbeat on beats 2 and 4","Jazz Theory","music_theory","beginner","In swing, eighth note pairs have a long-short relationship, creating a lilting, bouncing feel central to jazz style.","","","","","Nahre Sol Elements of Music; The Beato Book 4.0",""
"theory-jazz-theory-001","80","What is the 'root' of a chord?","The note on which the chord is built and from which it takes its name","The highest note of the chord","The middle note of the chord","An optional decorative note in the chord","Jazz Theory","music_theory","beginner","The root is the foundational note. In a C major chord, C is the root.","","","","","Kent Hewitt Jazz Piano",""
"theory-jazz-theory-001","81","Which scale is most naturally associated with dominant 7th chords?","Mixolydian","Dorian","Lydian","Phrygian","Jazz Theory","music_theory","beginner","The Mixolydian mode (a major scale with a flatted 7th) fits naturally over dominant 7th chords.","","","","","The Beato Book 4.0",""
"theory-jazz-theory-001","82","What is a 'jazz standard'?","A well-known composition widely performed and recognized in the jazz repertoire","A strict set of rules for jazz improvisation","A specific type of jazz rhythm","A particular chord progression used in all jazz","Jazz Theory","music_theory","beginner","Jazz standards are songs from the Great American Songbook and jazz tradition that musicians learn as a shared repertoire.","","","","","General music theory",""
"theory-jazz-theory-001","83","What does 'voicing' refer to in jazz harmony?","The specific arrangement and distribution of notes within a chord","The style of the jazz vocalist","The overall loudness of a chord","The speed at which chords change","Jazz Theory","music_theory","beginner","Voicing describes which notes are in a chord, what order they appear in, and how they are spaced across registers.","","","","","The Beato Book 4.0; Kent Hewitt Jazz Piano",""
"theory-jazz-theory-001","84","What interval is formed between the 3rd and 7th of a dominant seventh chord?","A tritone (augmented 4th / diminished 5th)","A perfect fifth","A major third","A minor second","Jazz Theory","music_theory","beginner","The tritone between the 3rd and 7th of a dominant chord creates strong tension that wants to resolve to the tonic chord.","","","","","The Beato Book 4.0",""
"theory-jazz-theory-001","85","What is a major 7th chord (maj7)?","A major triad with a major seventh added","A major triad with a minor seventh","A minor triad with a major seventh","A triad with an added 9th only","Jazz Theory","music_theory","beginner","A major 7th chord (e.g. Cmaj7) consists of a major triad (C-E-G) plus a major seventh interval (B).","","","","","Kent Hewitt Jazz Piano; The Beato Book 4.0",""
"theory-jazz-theory-001","86","What is a minor 7th chord (min7)?","A minor triad with a minor seventh added","A minor triad with a major seventh","A major triad with a minor seventh","A diminished triad with a seventh","Jazz Theory","music_theory","beginner","A minor 7th chord (e.g. Dm7) consists of a minor triad (D-F-A) plus a minor seventh (C).","","","","","Kent Hewitt Jazz Piano; The Beato Book 4.0",""
"theory-jazz-theory-001","87","In jazz, what does 'comping' mean?","Accompanying a soloist with chords and rhythmic patterns","Improvising a melodic solo","Playing the bass line","Counting the tempo for the band","Jazz Theory","music_theory","beginner","Comping' (short for accompanying) is the practice of playing supportive, rhythmically varied chords behind a soloist.","","","","","Kent Hewitt Jazz Piano",""
"theory-jazz-theory-001","88","What is a 'turnaround' in jazz?","A chord progression at the end of a section that leads back to the beginning","A modulation to a new key","A sudden change in tempo","A rhythmic drum fill","Jazz Theory","music_theory","beginner","A turnaround (e.g. I-VI-II-V) appears at the end of a section to create harmonic momentum back to the top.","","","","","The Beato Book 4.0; Kent Hewitt Jazz Piano",""
